reviews,ratings
"It's a good app with all types of game. Although, I have a few problems. First, the camera. The camera always gets into a problem of some sort, like not being to control it properly or being stuck. Then, the search sytem thing. Whenever I search for a specific game, numerous unrelated games pop up in the results, sometimes even going first to the top than what I'm looking for. Lastly, your censorship. Whatever I say gets censored. It's such a hassle trying to communicate. Hoping for improvements",2
"There are many games in this platform, and although some games like obbies are frustrating, they taught and trained me never to give up and continue (I still rage and give up sometimes, but occasionally). But there are things that need an improvement like chat censor filters. Overall, I think this is a very good platform, because not only do you have fun at playing the games, you also learn good values like I did. I would give this a 5-star rating and I would definitely recommend it. 👍",5
I personally think that Roblox is one of the best games I ever downloaded! It can be frustrating at times as I sometimes accidently exit the app and then it glitches and makes it so I can only move and zoom. Other than that it is amazing! It's fun and time consuming and there are so many amazing things to do. Personally my fav one is daycare story. I hope that if you download this app you enjoy it as much as me. It is also ad free and hope this is helpful!😁,5
"The main issues are the camera, lag, & the lack of features. The camera is sometimes controlled with the thumbstick, and if you swipe at the same time you open then menu, you're only able to zoom in & out. The games aren't optimized well for mobile, & sometimes large chunks of the ground don't render, & allow my charcter to fall through. Along with that, in some games instead of the display trying to catch up, it makes a pop up which prevents you from moving. And on mobile, there's no library.",3
"Being on the platform has been great, but often times I find myself extremely limited in several games that include using multiple items. More specifically, due to my device, I only have 3 hotbar slots. This is an issue in experiences where you need to use many different items in a short amount of time. Opening the inventory too quickly will both fail to open the inventory and waste time. It would be preferable to allow players to choose how many hotbar slots to have, with adjusting icon sizes.",4
Love this game! I gave it a four out of five tho because a lot of people are finding loop holes for saying gross stuff and cursing. I would like them to fix that and when you are on mobile (phone) and you close out of it and go back into the app it won't let you get back into it most of the time so you have to close the app and close the tab but that's honestly it!,4
"It is super amazing with the ability to play other people's games and make your own. It also has a wide range of games from very creative developers. It has some realistic features ( RThro) but the style of things are so simple and unique. Overall, only the occasional errors are bad but I would really reccomend downloading it. In addition, being able to purchase the online currency, robux, means it is free to play most games and make a good avatar. This means ads are optional to watch. 5 stars!",5
"Has millions of great games, lots of active players, and so many different things to do! Want to roleplay? There is a game for any kind. Want to fight? Same. Though, even with it's greatness, it has major issues. For example, if you accidentally exit out of the app and go back in, the camera will move with your joystick. Most bigs like this can only be fixed by exiting out of a game",5
"This is a great app, I absolutely love it! It's just sometimes the connection is an issue and sometimes I update it but it doesn't update correctly. And one more thing, some of the games kick me out, or have bugs. It will just kick me out randomly. Can you guys fix here problems? Thanks for listening to the struggles I am having.",4
"I love this game very much. This is the best game on my phone, iPad and computer. There is one game that someone made, that it's just very realistic. Which is, Royale high. There is gamepasses that cost robux, there is nothing that is vip and it's free. But one problem, it disconnects when I'm in the middle of something, like, when I'm doing something with someone and I haven't friended them as yet. Also, it shows a black screen and goes back to the home screen. Please fix this problem.",3
"Yes it's wonderful game but sometimes, i experience in other games that when you want it to look around, it will zoom itself adn sometimes, when you are walking, the screen will automatically go down and as you adjusting it, it goes back and it irritates me, but somehow it is a nice game for friends, that's all. Peace ✌️",4
"Love this game! I love the new events which actually have good prizes and something which everyone, even people w robux would use. There's some bugs like if you're afk for awhile and turn ur camera, it wouldn't move. It would just zoom in and out which is honestly so annoying. And sometimes, even when my net is fine, it would blur the game which sometimes kicks you out of the game. Other that that, 4 star from me!",4
The game is honestly great and I love the games but could you possibly make it so we can wear multiple hairs on possibly 3 at a time because it really helps people make their characters look better. I also would really like If with the new clothing thing if we were able to wear the new pants and dresses at the same time. Other then these two problems I think the game is quite amazing I've spent so much of my time on the game.,4
"It's a good game, just one issue. I've been playing Roblox for almost 5 years now, and it's amazing. There's a small issue where when I go to change or buy something in the shop on the app (phone) it stays in the loading screen but never actually loads. The only way I can fix it is by uninstalling and installing again. Again, it's a great game but it's not a reason to not play. Please fix this bug because it's very annoying. Overall, very good game and I recommend this app.",5
"I love this app! But there's just some problems, 1st, sometimes when I walk it zooms in so is basically a zooming problem. 2st, sometimes my screen turns blurry. 3st, sometimes I keep jumping even if I'm not holding the space button or tabing the jumping. And I have to leave to fix all those problems. Some people had the same problems like me. Please fix this bug if u could, Roblox. Thank you. If u have these problems your not the only one, so is not what device your using or your device is bad.",4
The app is great but I have been facing some minor bugs which is still to this day not fixed. Im not sure if it is just me but whenever I try to play a game it shows failed to join game. It only works whenever I reinstall the app. Another bug I'm facing is the camera glitch. Whenever I try moving the screen it is straight up frozen. In most games there are ways to get rid of it and in most games there aren't. That's why I think it is Roblox's responsibility to fix it. Overall I love the app ty,5
"This game is great and that's why there's 3 stars, but the other two is 1. Because my screen goes black and I have to turn my phone back on then it gets me off the game. I know this is a popular opinion so if you can please fix it. 2. Sometimes I go on Roblox and it never stops loading so I clean out all my apps, delete pictures, get rid of notifications, even restart my phone. Sometimes it works- sometimes it doesn't. I know this game is a lot so it's hard to keep everything in order. No rush!",3
"Roblox is a great game. It has so many games which are engaging and super fun😁. I have one issue tho, I play on my android but sometimes while moving our camera. The camera doesn't move at all. And when I try to move it the screen becomes blank. The developers must look after this issue. Overall, the games is great and I would recommend everyone to play Roblox.😀",4
"Let's change up, the game isn't perfect, after that ""Big Update"" there were so many bugs and glitches, the one I hate the most is when I can't even move my screen/It zooms in and out everytime I want to move it left and right, another one is the fact I sometimes keep moving when I don't want to, and the only way to stop it is if I open the menu and close it, but there is a chance that the screen gets bugged, and the only way to fix that is if you leave the game, but overall the game is alright!",3
"A great game! It's my favorite game. But there are some errors. Sometimes I have to Re-install it if that makes sense, or restart my Phone. Also, The camera When I'm role-playing, It Will make me zoom in and out, or Make me look one way, In Warrior cats Ultimate edition, I need to go to editor To fix it, and in any other Roleplaying game, and Sometimes it does work. But it's a Super cool game. And no ads! I would Download this game, But if these Errors can be Fixed, 5 Stars!",5
I really like the game it's very fun and creative. I take long breaks here and there. I made some pretty awesome friends as well. There is one issue though. The game keeps crashing and not working for me lately and when I first started a couple months in I have know idea what happen but I think I got hacked and my device wouldn't want to work from it. But the game itself can't help that. It is a online game after all and accounts will get hacked. But over all the game deserves 5 stars.,5
"This game is Awesome, but EVERY SINGLE TIME it tells me to update it... it doesn't let me, when I have zero apps, it still doesn't let me. And it's also weird bc for certain games such as ""Natural disaster"" it tells me to play like how you text on your phone... yeah straight up and no sideways (yes I play on phone) its also weird bc when your in the middle of a game that doesn't save your progress, it disconnects you... 😵 and sometimes it's just laggy and buggy, like the game brookhaven,thatsit",3
"The game is amazing. But ever since I opened it on March or April of this year, the game stays on the loading screen and then says ""connection error"" when my connection is completely fine. Then it never actually loads. The screen just stays like that for a long time and I don't like that. Since this problem is popular, I kindly ask you to fix this.",3
"I love this game you should def download it BUT the update part is very annoying. I DONT NEED TO UPDATE OKAY. Also, there are many bugs but if you rejoin/uninstall and reinstall it's fixed. Sometimes after I reinstall, I try to log in but says password incorrect, when I KNOW its correct, so I reset password but it doesn't work for a long time. But, recently it hasn't been happening so yay? Overall: Amazing-ly sus",5
"THIS GAME IS ABSOLUTELY AMAZING. There's so many games to play along with having friends and chatting with people,and you can even make a game yourself! There's also character costumization witch is great. This game dose occasionally have bugs,but overall it's an amazing game.and if I had to choose one thing that could be added is the addition of earning robux instead of just having to buy it.",5
"I've played roblox on PC and on mobile. However, on chromebook it's very buggy. Broken features on multiple games, the mouse not locking in place, not having access to PC exclusive roblox games despite being on a PC, and images or text on groups bugging and creating colored lines across the screen. I'd love if there was a roblox for chromebook app specifically, but I doubt that'll happen. It's still playable and fun, but a lot less dependable.",3
"This is a great game! SUPER fun! Some games do glitch and lag which i personally find very annoying. This game also allows you to create your own game! This is rated 10 plus but I think it would be great for all ages! You can also chat with ppl from all around the world (and it replaces ""words"" with a #). However, it does make u update every 2 weeks or so, so if you r low on storage it might not be the best. But I tottaly recomend this game!",4
"good but I've encountered some problems 1 There's a message ""Same account launched from different device"" though I didn't even do that. 2, I use classic, never default (follow) all the time because follow mode is annoying Sometimes later in the game it switches to follow mode suddenly, even if it says that I'm classic mode or whatever 3 I encountered a problem later in the game where I cannot move my screen and instead zooms in and out. I may or maynothave experienced it now, others say it is.",3
"This is a good game and its very fun, there are some bugs on mobile within the game where your screen glitches out and sometimes when you move your screen moves with you, and sometimes you also cant move the screen so i cant really give it a perfect rating, if you can please fix the bug i would give a perfect rating and be satisfied, this game is very fun and it can inspire people to create their own games though, so the only problem is the glitches on mobile. Please fix it.",4
"This is almost one of the best games I've ever played! I would've rated 5 stars, but it glitches. It often Freezes and lags, even with full bars! It also says "" Disconnected"" or ""Connection Error"" often. Also, I've seen players being bullied and made fun of for their avatar, too. Plus....the prices for Robux are high. Its $100 for 10,000 which may sound like a lot, but some items in games and in shop can cost up to 1,000 Robux each! I will rate 5 stars as soon as you fix these issues.",4
"Hello Roblox Team! The game is really great and very consistent with it's content and updates, and is very enjoyable to play. I totally would like to propose a control optimization option where you can resize the jump and move buttons and change the positions of the jump ang move buttons on screen since it is difficult to utilize when the pair of buttons in the screen are not very customizable for users like me who have small devices. - From your Regular User :)",4
"Roblox is awesome and all and I definitely recommend but like sometimes I have issues within the game while playing mobile for example Royal high it keeps kicking me out/Glitching 25/8, Also with other games it's super slow most of the time when it comes to loading the home page and it takes a while to join a game without waiting like 2 minutes, But overall it's a really decent game just wish they could fix some of the bugs and issues on mobile devices. Thank you if you read this!!!",4
I love this game most beautiful one ever so many games some I cant stop playing! But! Few problems without these problems it would be 5* 1. Ok it's weird but sometimes when I turn my character it acts like I'm going full screen and I have to rejoin for it to fix. 2. Recently I've been experience extreme lag!!! And there is nothing wrong with my internet connection. 3. Dont make this so addicting. (I'm kidding) But these problems can get very annoying but I reccomend it!!!,4
"Such a great game! There are a variety of games and you can make favorites. Games always get updated, and roblox listens to peoples feed back. The only thing I've noticed lately is that it is unconsistent of how long it takes to load into a game. Focusing on adopt me, could someone fix the lag where when I walk through a door my pet disapeers. Also, I played Field Trip Z and I spent 35 robux to respawn. Then I immediately died the second I got in without a chance to do anything. Please fix lags!",4
"Overall I've played for a longggg time and I love it! It's a great way to socialize with your friends during the summer, BUT there is an issue with this game. Firstly, on a game([TRAIN] Spray paint, I believe), whenever I play this game it gets REALLY LAGGY my screen stops and freezes. please fix it!",5
"I love this app! Its super good! But the only thing i have a problem with is that you have to pay for just about everything (character wise) they should have more free stuff. And i have a bug that when im playing adopt me it wont load my avatar. But other than that, I love it! Its super fun and it alot of games to choose from!",5
"I have been playing this ever since I was a kid. And It is very fun and learning for survival. Especially since it has so much other types of games such as horror, mystery, survival, storys, tycoons, and so much more! One problem though whenever I have to update it says I need to some apps just so it can play, and after that it won't update, which means I can't play, please fix that! Other than that it is awesome.",4
"I love this game so much! The only thing keeping it from being a 5 star game is how many times you disconnect before you enter. Although, it has definitely improved in the past month or 2. I would definitely recommend if you want to play many different genres of games in one game. It's like billions of games in one app. I definitely recommend! Edit: another problem is that the filter system blurs out a bit to much. Numbers, names, and more are not safe from the filter.",4
"I really like the game but if you could chqnge some of the things J have encountered. (mobile) First of all, Can you please make it so that the jump button is bigger, cause sometimes when I play obbies I miss it. Second, can you put the friend requests to the top right? It's pretty annoying, For example, you're cassually playing an obby and then someone adds you and you were about to jump, you would fall and diesince it's (the friend req.) Is covering it. Please fix these if you can. Thank you😊",5
This game is really awesome but there's a problem I can't play bloxburg every attempt I freeze and my screen blacks out. Another issue the reports builder man or Roblox itself dosent read or check them which could lead to something bad actually happening. Overall this game is amazing I can unleash my creativity and express myself all sorts of ways! Hope you fix the bug I was talking about! Great game tho </3,4
"Amazing game, 1. it if your team is working on it, I can still play it. 2. I'd love it if you'd add more places to bloxburg and Brookhaven 3. Sometimes my camera will make me go in and out and sometimes when I move the joystick the camera goes with it, please fix it. That's all thank you for taking the time to read this:3",5
"I love how there are so many games and you can choose which one you would like to play. Plus you can look up certain games like horror, mystery, tycoons, simulators and more! But there are a few problems like it lags, and sometimes it lags so bad that my screen just freezes even if I have perfect connection. So if they would fix this problem it would be even better. But rather than that, this game is great and if you're like a variety of games I recommend you get this game. 😊",5
"The best game ever to play! So the problem is, 'the screen movement'. Whenever i was trying to move the screen it will zooming the screen. I can't do anything instead to leave the experience and rejoin. Or sometimes it's the opposite. And the 'jump glitch'. My avatar will jump non-stop while playing game until my friend help me. I'm not sure if i explained it perfectly but please fix this bug :)",4
"I love this game so much🖤🖤🖤,but The problem is that we need robux to buy hair, clothes, character, movements, face, and other things According to the evaluation, it is a really wonderful game. We can play with friends more than 1000 games, and we can also make game , I was going to put 5 stars but it's because of the rubox, it's easier for players to give them 5 rubox every day and why i can't log in the problem it's not the wifi it's the phone ???",4
"I love this game! It's super fun when I'm bored. I would enjoy it thought if the jump button wasn't so small for mobile device. I think a lot of the items in the shop as well as gamepasses are very spendy. Also, not sure if this is only me, but whenever I try to install roblox after unistalling the game, it usually never installs. It's always pending, and I can never get it to work. (Edit) I've changed my review, and I love it more. I still thing some items are a bit spendy, but overall, love!",5
"This game is absolutely fantastic! 🤘😝. I've made a lot of experiences in alot of games and have truly loved it through out the years I've played! 💖. There have been alot of glitches where it would automatically forget my account and I would have to restart all of my experienced lovely times, I dont know if I made the sentence make sense there, but you know what I mean. So I would like it if they didnt have all those glitches. It would be much more better. 😊",5
"I love roblox, it is easy to play and there are no ads. Robux can be a bit expensive sometimes, but thats okay. I dont have much storage space left so every time theres a update, i have the get rid of so much. sometimes its laggy but that can be fixed. There are SO MANY games to chose from! But, people can sometimes be rude. Also, when you report someone it doesnt really do anything... But anyway, its a great game! And a great way to play with friends online.",4
"Roblox is an excellent game, and I have quite a few friends and relatives that thoroughly enjoy the game. You can play games from the horror genre, to captivating, exciting adventures. Most games are smooth and stable. However, I have given this a 3-star rating because, since the big shutdown in late October, the system has been playing up and many bugs have occurred. Classic clothing and faces can go blurry in games, and so will buttons, e.c.t. Not only this, but the catalogue is very laggy.",3
"I love the game, you have access to SO many games,tycoons,obbys,etc! But there is one problem, sometimes i start playing a game and the screen just goes blank (and no,my phone didn't turn off).And when im playing i move my camera around but it only gets far or close,so then i have to get off the game,maybe they can fix that but overall it is a great game, and I would recommend it! :)",4
"It's a great platform, Really. But there are definitely a couple of things that I would change personally. First: I know you guys really want to keep everything family-friendly, but the chat filter is just ridiculous. There have been times that I am talking about my interests with aircraft, and the filter blurs out the whole sentence. No swears or anything either. It just tags it. Also, another issue is that though there are automatic keybinds for chromebooks, they aren't changeable. That's all.",4
"Really fun, great game ^^! But I do wish you could earn robux and not have to purchase them with real money. I've experienced some bugs where when I join a game and try to walk around, my screen won't move! I tried to leave and rejoin but it doesn't work, I'd have to go in first person then move. Other than that small bug, it's a GREAT game and I would highly recommend at least trying it out!",5
"This is a great game I think it's absolutey incredible that you can play a game that anyone can create for an example you can play a simulator to obbys, tycoons, roleplay games and much more! Roblox has improved a lot through out the years although I saw on many reviews that the joystick on moblie it glitches out sometimes, so I would save up money and buy a computer. I have one myself and I don't have any problems! But, when I used to have a samsung I didn't get any warnings to update the game.",5
"Believe it or not,this is the only game on my phone but there are just 2 problems. 1. When l'm in the middle of an obby,tycoon or whatever,suddenly the camera,instead of moving,just keeps zooming in and out to the point where l just have to quit it. 2. Is it just me,or the fact that my character keeps jumping up and down even when l wasn't pressing the jump button happens to everyone? I would've given this a 5 star if you at least fix these problems!",4
"I'd like to report a problem I am experiencing in a very long time 'til now, which I find very frustrating. I encounter this control issue whenever the game lags a bit, which happens most of the time. To be more specific, if I get fps drops, I am unable to swipe my screen to look around. At the mean time, I am only able to fix this problem by leaving and rejoining, which is not an ideal and a right solution in a game. Aside from this, I enjoy the game pretty much. Please fix this. Thank you!",2
"I really do enjoy playing, this is a great game! I do however have 1 little difficulty as it can be quite annoying whenever you become stuck on the loading screen or the game just quits and completely closes. Apart from them which could possibly be my fault?- The game has amazing graphics, and its a really fun place to connect with friends or meet new people! However remember you do have to be careful with things like this since it is an online game but I do recommend playing! Stay safe! xx :)",5
"This game is great! I love playing it! It has so many fun games to play! Although I do have some problems. I play on a chromebook and when I switched from using it as a mobile to a computer, I had many problems. It had disconnected me many times even though I have great wifi, its been kicking me out of whatever game I'm playing and going back to the loading screen, and I couldn't walk. The tags can also be a problem, and I when you block someone, they shouldn't be able to join groups you make.",4
"Its been better, although I still experience the lag and I think I've experienced a bug so basically when shopping for clothes for too long the app will turn the screen white you can't do anything you have to restart the games which is really annoying. I don't think I have this issue anymore but still, please check and fix this. Thank you.",4
"This game is great, you can play or create games of your choice and create an avatar! However, recently I have been experiencing a bug were basically after every few games I join, my camera will lock onto the back of my character and you have to turn the app on and off in order to get it to work again, but even then it still continues to do it. Even after RESTARTING the phone, its still doing it. I have seen a few other people write about this as well and its getting seriously annoying now.",4
It is a nice game but I really wish you can just have robux not having to pay for it. Another thing is some games you can't play cause you need a newer device. But I do like you can play with friends and family ☺️ And there is so many games you can choose from! But some games are very laggy. Another thing is some games they dont save your progress it is very annoying cause what if you were like you had one more floor to go and you left and came back the next day and all you progress went away!!!,4
This game is soo good . The animations and graphics are so amazing . I like this game so much. I also had a problem in which the game just doesn't work but I think the others had the same problem. Beside all of this the game is amazing and its true that there are game passes that many can't buy but remember by doing hardwork you can achieve anything.,5
"I love this game so much but since I play on a tablet it always kicks me off and it also takes up alot of space. It's also really glitchy for me, it's super annoying. I also play on XBOXONE and I figured it doesn't let you play all games for example Brookhaven. Apart from those things, amazing!",5
"This game is really fun and addicting to play! I've been playing this for 4 years :) I would rate this a 4-5 stars. But there are some things that always get on my nerves: 1. Some games are laggy to play and low quality 2. Always got the kicked client thing 3. And lastly, whenever i walk or jump or fall, the screen stops for a second and go again That's the only thing i wanted to be fixed:) Thanks!",3
"This game is so good and I'm playing this game since 2 years already and i really liked this game. The problem of the game is so much bugs like ""launching experience"" this 2 months i experienced it and i waited 3 months and after that i can play again. And there are many more bugs such as sliding in the games joining and other issues, but this game is really fun 😊.",5
"I love roblox! Only a few problems, sometimes it kicks me out and I have to make new account or it lags, it can be very annoying. When I get into a game after like 10 mins it kick me out saying I got disconected! If you can fix this pls do. Other than that I think this game is great! I reccomend it for sure! {Thanks for no ads!}",4
"It very fun and I have played it for entire years, the excessive amount of user made games with every genre, fandom, and Everything else. You can find almost anything here while most of the games aren't that fun to play your basically guaranteed to find a good game that you can play for days on end, Roblox also doesn't bombard you with ads for every time you move the screen, but their are in-app purchases that you can use to stylize your character and give you a little boost in the games.",5
"Wonderful game! Included great graphics for some games! One thing though, either this is or isn't their fault, which is my mistake and im sorry for blaming them, but they keep removing features of some items in the avatar shop. Some of which have been made quite worse, or have been deleted for no good reason at all. Many popular items also have been removed, such as UGC items, which have been deleted without explanation, and I'm quite confused about that. Overall, really good game!",4
"The best metaverse there is! While there is lag it runs surprisingly well on my 60$ tablet, the only exception is in bloxton hotels, but on meepcity it can easily run every player! The only games that crash sometimes come from fast movement or objects taking up all 2gb of ram, but other than that, you could probably play this on a potato in 2009",5
"I Love Roblox! It's for sure a five-star game. But I do have some issues. 1. Sometimes when I get on some platforms it just kicks me out and puts me back on the checkpoint. 2. Sometimes when I fall it just freezes in midair. 3. Sometimes when I jump and I get back on the ground, my character keeps jumping. 4. Sometimes when i zoom in or out, it acts up or freezes. Despite all the issues of the Roblox games, Roblox is the most fun block game of all time!",5
"This game is very fun, however, when I'm in any game and click the Roblox button at the top left and then exit out of it, I can't look around (I'm on mobile). When I put on 1 finger on the screen and drag to try to look around, it just zooms in and out. It's only supposed to zoom in and out when I put 2 fingers on the screen... So that makes me have to rejoin and it's really annoying",4
"Hello! I really like this game! Its my fav! but there are some issues that happened to me sometimes 1. Sometimes the screen cant rotate / move my screen. 2. Whenever i move my joystick the screen is following where it moves. 3. It lags very much sometimes also crashes. 4. Lastly, Some items i equip just disappeared it is all the issues i have",5
"This game is the best I've ever played I recommend this game but there are some bugs : First, when you leave your screen for seconds, the screen will freeze and it happens often in mobile devices. Second, I always stuck in the screen lock and when I joined other game it still happened to me so I have to reinstall it😩 I hope roblox can fix this bugs soon",5
"This is a really good game, but with every good game come glitches. Thankfully, the development team patch and update the physics engine regularly, but there are still many glitches left to patch. One glitch i really want fixed is a render distance bug, which automatically alters the render distance (at lower graphics levels, when it's set to manual) from around 300 studs, to like 5000 studs at random moments, causing lag spikes for lower-end device players. Other than that, it's really good.",5
I do love this app alot and i think it is an amazing way to spend your free time but I do think the robux and the items should be a bit cheaper. I have also been experiencing a bug where the picture on the front of the game is staying the same even when there is an update. Please fix this and i would rate 5 stars.,5
"This game is amazing. I've been playing for a few years now. I love that there are no adds. And there are plenty of games to play. My favorite game so far is royal high. But over all I recommend the game to anyone who gets bored easily. However ive been having a few problems, Everytime i try to play a game it will always lag even though i have perfect internet connection, and when i go to buy some cothing items for my avatar, It never loads. Please try and fix it.",5
"I enjoy this game alot but some bugs always kick in, The first one is when even you change your avatar and join a game, you get free shiftlock that you can remove by reseting or leaving to go to another game. The second bug is the screen of mobile/ipad players, sometimes when you lag, your screen will stay in one place and whenever you move it, it zooms in and out! You need to leave and rejoin the game. Thats all good game by the ways",3
"Good game, very fun, some bugs such as movement and movement of camera but other than that it's great. Some people complain about it not running well or ""bad performance"" when really it isn't the game but the device itself, the device needs to be able to run the game. So depending on your device your gameplay will be affected. Good device = good gameplay. Bad device = bad gameplay.",5
"All of the games are amazing. But I do have one issue; I have an Xbox and I play roblox on it sometimes, but sometimes it gets very annoying because I have to press on a specific button to do things. It would be a lot easier if you could possibly make it so that Xbox players can play easier. Overall, it is an AMAZING game and I would DEFINITELY recommend it to A LOT of people! 🤩",5
"A very good game! Have been playing it for over 3 years and I love the energy. My only complaint would be that I do get really laggy. Also I would like to be able to have more friends more than the max limit since I meet a lot of amazing people on here. Also, whenever I go to the menu/roblox icon for a bit, it glitches so my joystick seems to control the screen which gets very annoying. I'd have to leave the game to fix it. All of that aside, this game is a work of art and it is a master piece.",4
"Overall a very fun experience, many of fun games for everyone of all interests, but I've noticed a few interesting bugs. The screen sometimes locks itself without user permission and unless the game has a teleport, it doesn't budge. I've also realised that the application DOESN'T let you access the site if you don't completely close out of it, it instead sticks on the loading screen. That's all I can think of for now, 4 stars!",4
"This app Is incredible for many reasons. But the glitches are very bad in some parts of the games. All though the graphics are amazing and the games are very fun! I also don't really like the fact that some clothing from the Avatar shop for your Avatar just does not show up anymore on the list of your clothing! Although this is a easy 5/5! Please change the bug fixes! It would be appreciated, and for a lot of people!",5
There's been an issue where the camera will go wacky and it makes it very very hard to play and you usually have to leave or reset to fix it. You can get so far but have to lose it all. Another thing is the game will crash for days on end and it always scares me my acc has been lost. Finally I've had an issue with the chat where the keyboard won't pop up or take a painfully long time to load. When you play you'll understand But other than that it's FANTASTIC!!! (Just check yt if it crashes),5
"The before was actually good, but now it's kind of going down, like really down. Edit : This comment was edited on April 12. 2022. This game has been wonderful, I take back what I said. The place is perfection. I have made so many friends. A perfect place for me. But there's one annoying issue, The screen kept frozen at the same place multiple times. The screens kept moving to where your joystick is going (these bugs occur only in mobile.) But still a good game though. Might be annoyed with it.",5
"IT'S A GREAT GAME LOVE IT!! But there are some things that REALLY annoy me, like having to upgrade it every month. For example, I haven't used my account for a while and I have to upgrade it every time I don't play for at least a week. Also whenever I play adopt me or brookhaven, the keyboard always goes down and it takes for ever to get it back. But everything else is great!",4
"This game runs good, but whenever I'm playing in a server and click the Roblox button at the top right then go back, the camera will move down to my characters feet. It's so annoying and it ruins the experience because I'm usually roleplaying when this happens, so I need to leave and rejoin to fix it, but I end up in a complete different server. It's upsetting needing to leave my friends because of this weird glitch. I wish it was fixed. Please do so. Thank you!!! 😛",3
"In my opinion, this game is amazing. I have a whole youtube channel about it. (Jill and Edi♡) And it is just the best game I could've ever expected. It has tons of games all in one and is awesome to be able to hang out with your friends. However, there may be a lot of glitches on mobile. For example, sometimes you're not able to move your screen. Plus there's a lot of updates, sometimes I don't have space to upgrade it. Please fix this. And all of the glitches, well they're all really annoying..",3
"Good very good just sometimes it gets a little laggy but its still a awesome game! So many things to choose from! The only down side is that if i leave the game for to long I'll come back and it most of the time kicks me out because of ""no wifi"" and/or takes forever to reload. Also once and awhile there will be a problem with the whole game its self, I think maybe because of all the updates.",5
"The game is great overall, but occasionally while I play the games, my camera will occasionally break, either being unable to move the camera at all, being stuck in one position and can only zoom in and out, or when using the dynamic joystick the camera moves while you move, and one the most annoying is being unable to zoom in or out, and especially so if you had zoomed all the way out to get a feel of the map. Otherwise great game.",4
"This game is amazing! But the robux is slightly overpriced. 10,000 would be around €100 which I would say is a but overpriced. There's one other bug that I hate. The camera bug. If I wanted to check if my friend is online while I'm walking, it just breaks like when I walk after, the screen moves while I'm walking.besides that i love it. I did quit for a while because of toxic players but I don't really mind them anymore. Please fix the bugs it would mean a lot to me.",4
"It is a nice app, I can do everything here. But I've been experiencing some small bugs but it's not financially a big problem. Sometimes, it would fail to teleport me, and it would just zoom the screen in and out so I have to close the app and come back again. And also, there are times where the screen would just be loading when I join a game, my internet is perfectly fine but it's not much of a big problem. But overall, I'm rating this a 5/5 'cause it's very nice.",5
