reviews,ratings
"Redownloaded it and got addicted by it. I completely still love the game until now! My only problem is the visual look of the heroes. I wish the heroes look changes as the level progress , just like old times. I also have this problem about clan war. I lost connection when I attacked on war, and after losing connection, I lost an attack. I didn't deploy and troops yet though. Pls add a feature where you wont lose an attack when this happens",4
"17, 2022 Great game! Alot of fun! The one downside is the long upgrade times as you get higher. Especially the eagle artillery. U need a max amount of gold just to upgrade and the first upgrade takes 9 days. That is a bit ridiculous for only being the first upgrade (lvl2). Everything else was way less when first upgrading. I don't have a problem with paying more for upgrading when things get higher levels. But a lower build time would be nice.",5
"The game is challenging and fun, now that training troops are now free, but I recommend to lower the time duration even just a bit when building, upgrading or something because some of it even takes days, well it's not that bad. I think that's where the thrill starts though the. To he honest his games keeps getting better and better now, keep it up!",5
"Been playing on and off for the last few years. Very little has changed. Same characters, same stuff to do, but nice game to burn time. Only drawback is that it would be great if there were templates to use for base design instead of having to design your own. Really becomes a pain when you get over level 8.",5
"It's brilliant game. Addictive. Edit: I had leave playing game for sometime and uninstall it because it kept crashing and it became impossible for me to play game, or even enter the game. It kept crashing and few times it crashed between my war attacks. Please fix this problem. I really love this game and my progress in the game.",5
"I started playing this game in 2015 and had several maxed out accounts. It has been a surreal experience and it is a very enjoyable game especially with the new updates that have come. The only problems I've ever seen is sometimes it unfairly matches you with higher level opponents and the sheer amount of time it takes to upgrade buildings at a higher level. In my opinion , things such as gold, elixir and dark elixir collectorsarmy camps and other less important things should take less time",3
"I used to regularly play this game before the recent update. After the recent update, as soon as I open the app, it just shows a black screen and crashes on its own. Tried uninstalling and reinstalling the app a number of times, but it still shows a black screen and crashes on its own. Please let me know how to fix this issue. (Will update rating post receiving any response and if the issue is sorted)",1
I would've given it a 5☆ but it just cost so much to level things up it isn't funny![ unless you spend real $$ ] The amount of time something is upgrading for is ridiculous!! Also you don't get to pick and choose the players you attack in the builder base! I would say about 75% of the time when I get matched up to someone that's a higher level than me! Other than those things I really enjoy playing this game!!!,3
"This game is awesome. Really fun, I've been playing for years and I absolutely adore it, and it always keeps up with updates. The one and only reason I didn't rate this 5 star is the game makes it to where it seems like it wants you to stay in a certain league. I'm off and on with Titan 3 and Champion 1, I'm a townhall 11 attacking 12s, been attacking 1 up since th9, and I'll get attacked by 12s and 13s losing 30+ trophies. I'd rather attack th 11s for less avaliable trophies. Still a great game",4
"I really like this game, been playing since 2015 and it's never get old, although I stop playing it many times but it's easy to comeback💙💙💙 Suggestions! Nowadays it's hard to lot because sometimes when you are going to attack we spend so much time searching enemy base with good lots than the duration of your attack, maybe we can get some setting where you can filter your attack like you can set amount lot you want or town hall level.",5
"great free game! I've been playing off n on for 7 years and love a lot about the game, esp how they've continued to add new things to help with the insane upgrade times/costs. Though I love that they do that, I do wish things didnt take 3 weeks and max storage just for 1 upgrade(late game). Also the pathfinding n matchmaking have been top cons of this game since day 1. they say they've fixed it but its still just as bad unfortunately. I do really appreciate that you can play truly for free tho!",3
"I've played this a relatively small amount of time compared to lots of other people, and i'm currently th8. So far, the game seems great. It does have flaws like say the upgrades that take 24 hours and above, or the builder base which is just kind meh and i think a lot of players just forget about it. So far though, it seems great, besides getting up tiered by 2 levels, (which they should probably change) the game is good fun.",5
I have loved this game for years but I have had problems with the latest upgrade (June 2022). I tried to install upgrades for few weeks but it never worked. Today i tried again and was able to upgrade successfully. Unfortunately the game crashes every single time it loads. I have tried uninstalling and reinstalling many times. I even tried my account on another phone but get the same issue. This means it is not a bug from my end. Please help to fix this! I paid money for this season challenge!!,2
"The game is challenging and fun, now that training troops are now free, but I recommend to lower the time duration even just a bit when building, upgrading or something because some of it even takes days, well it's not that bad. I think that's where the thrill starts though the . To he honest his games keeps getting better and better now, keep it up!",5
"I love the game. The only problem is the time it takes to upgrade certain things. Plus, I don't know why they make the builder base so dry I think they should make challenges. To add, I really love the game I have been a fan for abour a few years but I think that maybe lower upgrade time and add more troops and town halls",5
"I downloaded the game a few months ago,because I missed it. I really love the new features new sceneries, challenges, skins for heroes, and also the magic items it really helps a lot in making my base upgrade much faster. My only concern is that there is no chat system between ""friends"" we can only communicate by adding them into our clan, but some of my friends hasn't built their clan castle. It's just annoying sometimes I hope y'all add some chat system for our ""friends"".Thank you.",4
"I absolutely loved this game from the moment it came out until now. I never thought you would be able to improve the game with each update,but you never disappoint. I love the change you made to the troop training. I see it only costs housing space to Train your troops. I would just like to see an option to qualify for the championships on the game",5
"Its a great game at all, but I just wanna place this review as it seem that I'm not the only person encountering some sort of problem when logging in to the game. (Same as other) When I entered the game, it flashes the village I'm in, before kicking me a second later. I tried reopening the game, restarting my device and reinstalling the game, nothing happened and still has the same issue. I also tried opening the game on my second device and it also crashes. Wish this can be fixed very soon.",4
"I really like this game, been playing since 2015 and it's never get old, although I stop playing it many times but it's easy to comeback❤❤❤ Suggestions! Nowadays it's hard to lot because sometimes when you are going to attack we spend so much time searching enemy base with good lots than the duration of your attack, maybe we can get some setting where you can filter your attack like you can set amount lot you want or town hall level 15 😉😉😉",5
"love ittt, but I swear to God there's this some kind of annoying thing that keeps on happening on the game. my wifi is very good but everytime I open the game it takes so much time for the game to load, before this doesn't happen but then now it takes over 10+ minutes to load until I can play the game! sometimes it doesn't even load it and I have to always keep on re-opening the game. my phone doesn't have any problems, it has alot of storage and never lagged. please fix this. 1,190 people found",5
"The game is really good, the upgrades give good refreshing times for you to clear your head and attacks are really fun to plan out and execute. The only problem is that today, I got a glitch where all buildings are invisible and only show their silloette remain. It would be bearable if it didn't also happen with event bases. But overall, great game",4
"This is a very fun game and I really enjoy playing it! But the upgrade prices can be too high and also take to much time to finnish. This might be a way for us (the players) to waste more gems, and then buy more to use more money on the game and so, it raising a bigger amount of the same, but it bothers me quite a bit. If this could be changed to lower the prices just a bit I would put a 5 star review. No offence to the developers and again I really like the game.",4
"I really love the way the game is evolving and becoming interesting but, it could be better if we get something like High Graphcis. I mean, asking for a High Graphics for this kind of strategical game is a joke. But, I think we can get one. I really love the game and playing since 2016. Till now, we are introduced with various new updates which made the game interesting in a way but; the graphics are mostly the same kind. Though premium skins add a new flavour but, it could be better. I think!",5
"It's an awesome game I started playing 10 years ago when i was 15 but I have lost around 4-5 villages so far, it was impossible to recover them back then and there are other things that suck about it, but I totally recommend it, it's always changing and evolving, building times can be really long but you have several things to do in the meantime, although it is a pay-to-win game in a sense, as gems are found in small amounts and Macon out your village without them is extremely hard",4
It's a brilliant game and at this point it is a must have app. The only thing that I have problems with is making a second Supercell Id account on the same device. Making the first account with Supercell Id was extremely easy but the second account is where I find difficulty. I have through countless tutorials and still get it to work. I do not know if this is a bug or I'm just not following instructions correctly but I sure do hope you look in this and inform what the problem is. Thank you.,5
"A very satisfying game I can tell, that makes use of your free time rather than doing nothing. It's a good game that makes you interact with other players and lots of different challenges, it was fun tho, not until the national flags were being removed by its new update. But for me there's a lot to look about it, also the games overall quality is good so I'm giving it a 5 star rate.",5
"6 years now.... still play everyday! My friends and I use this for our group convo's and seeing how it needs, but DOESN'T REQUIRE, 5 min of daily maintenance and attention; it also helps to stay close/current with your family and friends you don't see often enough, in an interactive and exciting way. Rather than getting sucked into a social media app that is guaranteed to show you at least 1 thing that upsets you or saddens you. Plus they relentlessly add great new features. Thanks Supercell 👍",5
"Great game. It allows players of all levels to develop and continues to introduce new features after all these years. Quality of life updates have made the game have improved the game a lot. You can play the game without ever spending money, and you won't miss out on any functional aspects or features in the game. There are aesthetic features, such as premium skins (Costumes), and Scenery that can only be purchased with money, but it isn't necessary. Awesome game",5
"It's brilliant game. Addictive. Edit: I had leave playing game for sometime and uninstall it because it kept crashing and it became impossible for me to play game, or even enter the game. It kept crashing and few times it crashed between my war attacks. Please fix this problem. I really love this game and my progress in the game...........?",5
"This game is amazing. No other words but amazing. BIG HOWEVER, there's a big con here, and that's the upgrading time. I've just upgraded my town hall, thus unlocked many upgrades, that take 11 D-A-Y-S to finish. I get that there's a system where the player should put real money into the game, and this game is also ad-free which is a major plus considering other mobile games, but when the price is ridiculous long waiting times, I'd rather watch someone playing connect 3 games for 15 seconds.",2
"it is probably one of the best games in the world but tgere is a problem that we cannot shift the network if gone bad, it goes for restart after changing the network immediately also and if i lost my connection in the middle suddenlyafter i upgrade any defenses or something it won't upgrade and we have to do it again.Besides,it is a very good game,we don't need to play it for 24 hrs,it is good for us,we can get fresh and very good attack system in ths game and good characters,i am obsessed with.",4
"Amazing game with a lot of updates and new content. The only problem is the progression system if you upgrade everyday, and stay online everyday to farm it will take you 7 year to max that means if you're 11 you will be max when your 18.(Keep in mind most ppl don't play everyday)But they add even more levels so it will take longer this and the 2 weeks upgrade times are a big problem that they still didn't fix it makes it so hard for people that don't spend money to go to the highest level.",4
"My favorite mobile game I've ever played. I've been playing on and off for, I don't even know how long. The fact that this and Clash Royale don't have ads is one of my favorite parts. You don't have to watch an ad to attack or boost resources. Over all 5/5. The only thing I'd change is that some people that upgrade, but don't play will get into the lower ranks and just sweep the floor with the other player. Other than that though, an extremely good game!",5
"It's very entertaining and even though the upgrades may take long it does make sense, you're not going to be finished playing within like 2 months as you are with many games, to reach a maxed account it takes like 5-10 years, it's very free to play friendly but you can also pay for things if you want to, and they definitely aren't overpriced. Just overall a great game with all the options there are",5
"Love the game, been playing it for years and starting over gradually, but the builder base is a real mess when you compare it to the Town base, when battling you have a high chance to be matched against a stronger opponent, Immediately indicating a loss, losses mean not getting rewards, not getting rewards means no upgradesz and no upgrades means not getting stronger, which leads back to losing. It's an annoying infinite loop which could use fixing, for that, 4 stars",4
"Best game I've ever played so far nice gameplay and the quality to,but as we all know not a single game has no problem. The issue is when attacking and accidentally press the home button and restart the game when you load back in,the troop when attacking is invisible including the siege machine other than the heroes. Pls fix this because this issue that I just mentioned is just a small one This problem has more bigger problem thx in advance supercell and well because its good Ill give the 5star",5
"Nice game, but the building upgrade is rather slow, so very fast I cannot do anything already, maybe can make it more faster and more option of the event so that the player can play longer. Also can add the speed button in the battle because the battle have to wait for soo long to finish, player cannot do anything else while waiting, so boring. If this things are fix I would give 5 stars.",4
"It's a great game that's fun to play with many, many, many things to upgrade and to do almost all the time (unless you're maxed) and the satisfaction you get from finishing an upgrade or getting a three star but during the later townhall levels those many things that seemed fun early game just sorta got lost. The upgrades take forever to do and you just get overwhelmed from the things you need to upgrade. Despite that you can still max out a base without spending money which is always a plus.",1
To the Devs: Decent game overall. Replayability could be a lot better. Multi-day upgrades and slow resource accumulation make the game easy to forget. That matchmaking is awful. You're either being attacked by someone far more advanced. Or you're completely destroying a base that is easily overpowered. Troops that live through the attack are used up. Why? The townspeople are useless. Make them a part of the game. There's not enough strategy. How about a world map?,3
"Obviously the GOAT of mobile games. A little boring at times when upgrades take long, but the variety of ways to play makes it easy to pick up and enjoy. One of the very few mobile games that is not PTW, as purchases only make the game quicker. With 2 bases of your own and several others that the clan owns, there's always something to upgrade. Wars are great, CWL rewards are super useful, Clan Games are both fun and rewarding, and the events are always worth undertaking. Supercell's work shows.",5
"Overall performance of the game and how you fix the bugs are great but there is something missing and that is the builder base update, i think it needs more improvement for the flexibility of the game and to have diverse strategies to attack. That is all and I hope you can see this",4
"I don't know what's happening, game crashing and instantly disconnected while attacking and when reopening its say error. Sometimes my attack is not counted on multiplayer in history attack, i feel bad for that got me 2x with high loot but i don't know what happen till my attack end, no loot can i get. But i love the game, i think its only a bug, please fix it.",5
"you can't NOT love this game, 10 years old and it's still going strong, we get enough updates to satisfy our thirst for content and the gameplay is super chill, a kind of game that you absolutely love but don't take too seriously all the time, you just attack and upgrade and check up on it once or twice a day to get more loot for more upgrades, year and a half in and im th11, the progression feels like it takes just the perfect amount of time (minus walls and heroes) and yeah, definitely worth",5
"I love this game, it never gets old. The graphics is outstanding and it is not a money win game, which make it fair to gamers who cannot pay. But my only problem is how long it will take to upgrade something, I just finished upgrading to th 12 and it looks like it will take me a year to max everything out, please developers, do something about it, but otherwise, it is a fantastic strategy game which is easy to learn.",4
"Yeah it's awesome the game works perfectly and it's fun with no ads or forced purchases. I rate 4/5 because there's one problem. The multiplayer battles are filled with way to many copy paste villages. I understand this is a player issue but it is still annoying to have to constantly skip the ""best base YouTube tutorial"" style villages.",4
"The game is really fun, graphics are good and sound are nice. You can do many things and play it every time. But I have some feedbacks for you:1. Builder huts are very expensive. I think it will be better if you give more gems in events or make builder hut cheaper. 2. Upgrading walls is really expensive. 3. It's not good at finding opponents for attaking. It usually find someone with higher level which you can not attack or gain 3 star and Sometimes it gives only 2 or 3 trophies for hard attack.",3
"I would suggest a good feature to coc. I felt there should be an option to copy the layout of other players and able to paste in our building arrangements. Some people may not be good at arranging the best way possible, this option can help them. Or even you can give an option where you can randomly arrange your base based on random template on a button click.",4
"I have tried a large variety of game till now , but I got board with them within 1 week. But COC is different ,if I take a look on its front... It looks simple and pretty easy to master but as you keep updating your town hall , you will find that 1 tile distance can change the whole game. It's like you are arranging a chess board ..... I think it's a perfect game where you use your IQ, tactics and madness all at a time.",5
"Dear Supercell, Today I have updated the game and then all of the sudden, my game freezes when logging in and then the app closes. I've tried to clear the cache and force stopping it. This game is truly amazing and I've been playing since 2014. Once the bug gets fixed, I'll surely turn my review to 5 stars. Sincerely, jace342",2
"My only complaint is when you are fighting online or single player, your troops go the opposite way of where you want to attack. I've lost battles this way. Everything else? A-OK. It's fun, challenging and a great way to kill time. I've rated it a 4 star because of the clean graphics.",4
"My only real negative gripe with the game currently is that I get spammed push-notifications that don't make sense. For example, it falsely tells me if my village is being raided (shield will be activated 15hrs lol), or, my troop upgrade is done, even though I've logged in since then.. Otherwise, it's a good game especially to connect virtually with friends. I prefer the older versions of the game because I thought it was harder, like troops costing. But it's a different game from 2015",4
"I've been playing this game for a little over six years now and I still enjoy playing once a day or every other for a few minutes. The reason I rate this a 4 star is because this game either involves a stupid load money to spend of upgrading everything or years of your life waiting patiently for things to finish upgrading, but if you have the time or the money I would recommend this strategy game.",4
"Clash of Clans is an amazing game, with great graphics and good quality. But, a couple of things aren't amazing. You can't actually control where your troops attack and how, and I hate the waiting time for builds, it means I login once upgrade and leave. I get that a waiting time is needed, but this means I have too much money and no way to waste it. I can't interact with clan mates and also can't attack . Because I don't need money. So play the game, and join the clan Kings Brethren. Good day!",5
"I've been playing this game off and on since arround 6 months after it's release, and I've really enjoyed it, and I got back into it recently and I've been enjoying it, but with these 2 or 3 most recent updates both my accounts have been bugged, I could attack a base 5 times same placement, same tactic and the pathing will never be the same, clan castle I can either have siege machine or troops?? You guys said you fixed it but you didn't. I truly can't hate the game though.",3
It is a nice game with op graphics and features. It got some cool characters and dragons. The game require brain to play bcz it need strategies to attack the enemy base. You can upgrade everything and change the background. Recently it add a pixel king skin and background . It was for free.,5
"This game is super fun and stuff. I enjoy playing it and it helps me relax. The problem--and the reason I wont give it 5 stars-- is that I HATE how we have to wait for our builders to finish building just so we could upgrade our walls or place them. Like what's the whole point?? The builders dont even go to the walls when we upgrade them. I think it's a waste because then we have to use our gems that take FOREVER to earn, just so we could HURRY up our process to upgrade walls.",4
Please fix the crashing issue many people seem to be having with the game as of late. Some are saying maybe the game is just no longer compatible with their phone but my phone is literally a gaming phone and I'm having an issue. 10 years is a long time to play a game that all of a sudden can't stop lagging or stay open long enough to play a full game! 😭😭😭,1
"Hi supercell, thanks for making this game super amazing over the years. Unlike some of your other games, this one hits hard with nostalgia and is easy to progress as an f2p, so good job on that. My only conplaint is the training cost removal, which removes the importance of resource management. Hope you can add it back",4
"It's a pretty chill game, you just farm stuff and get better troops and defenses. One problem,not about the game mechanics itself, is that after the very recent update where free troops have been introduced, The game doesn't start. It very slowly loads up, then shows the new update's banner, then it closes itself. please fix it soon develepors, I am waiting very impatiently to try out mass witches and yetis XD",5
"For me this is an awsome game. It is really fun and it's free for such a game that's fun. However I do have problem is that you can't attack more than once on the same base in regular clan wars because after the first attack and something goes wrong you instanly know what you did wrong, which is so frustrating because then you can fix that mixtake on one base. Which I know wouldn't really make sense if there are still a few bases left. But when its 1 base then it would. But it's still good game.",4
"I first downloaded CoC years ago on my 1stgen ipad mini. Recently. After 3 or 4 years of not playing i saw some updates dropping and decided to go back to it. My ipad still worked and clash was still downloaded. However, my ipad wasnt able to support the current version of clash, and therefore losing my TH9 base. However, the game has changed im ways i can easily see on my second run. Having gotten to TH9 again inna fraction of the time, and effortlessly saving up gems. Much better game today.",4
"Game is crashing frequently, probability of crashing when I open it is 9/10. When open the game, sometimes it crashes, sometimes it shows black screen, sometimes it just show my home base and I can't touch anything., sometimes it crashes when I click on war button, it even crashes when l click on news button, and the most chances of crashing is when I try to switch accounts, it's really very annoying that game is just crashing all the time. Please push an update as soon as possible.",2
"Base on my experience on how I play this, it was good and fun especially when the new update where the army training became free it helps me a lot saving elixir. I just want to have a suggestion the game is good but the upgrade time became longer and longer especially when you reach th 9+ it takes days to upgrade something . My suggestion is, make a new building, like clock tower or any building the give boost to builder to build fast the same as in builder base. That's all the game was so fun.",5
I am playing this game for more than 4 years. I've seen a lot of changes in this game during this period. But as the time passes this game is no more fun. The concept of clan capital and this update of zero cost for training army made me sick. This game is no more ambitious as early I try to get more loot in deploying minimum possible armies because of the cost to train them. But now its gone.,3
"I've been playing this game since 2015 ig, is a great one. The graphics are really well developed, the structure of how the game works is good and keeps you motivated to keep playing (without trying to make you buy anything, they have some stuff to buy with real money, but no pay-to-win). Thanks for the application supercell, keep up the good work",5
I m playing this game from 5 years. It is the best game i have ever played because it is not like freefire or bgmi in which we have to play for many hours to complete the missions. We have to just train the army and attack for the loot and just keep the buildings upgrading which i don't think so that it would take too much time.,5
"Fun and enjoyable. I have been playing this game since 2013 and it has been a fun and enjoyable experience through and through. You can play this game religiously, on and off, free to play or spend money and still have a great experience. The battle pass is definitely a great option to progress faster without spending too much money. I would love to see a little more community events in South Africa but all and all an amazing game and Dev team.",4
"If your looking for a good game for strategy and base development this is the game to get, yes it's takes a bit on moving up. Its all worth it in the end though, but the only flaw is how much the walls cost past town hall 9 so if y'all can change that many people will be happy because it just drains our money that's the only thing that I think should be changed. If y'all can reduce it by 50% or even 25% that will be fine. Thank you for making a good game and keep making it better",5
"The update was really awesome! No troop costs would really make us players experiment with our attacks! There is a little bug though. It's from the Capital raids where it shows how many attacks you have left, it keeps saying i have 5 attacks left even though i used up all my attacks. Not much of a big deal but it's kinda annoying if other players experience it aswell 👍👍👍.",5
"While I've been playing C.O.C. since it first came out in 2013, the only thing I don't like is the update that now the goblin attack portion has such amped up cannons against attack that even giants of level one are essentially taken out as quickly as barbarians. The damage effect and speed are the exact same. Otherwise, the game is still just as much fun now as when I first started.",4
"They Say Old Is Gold And They Well Say. An amazing classic strategy game. Only of the few games which is not focusing on selling passes and showing ads. Got obsessed with this game twice and left it but the game was powerful enough to allure me and bring me back for the third time. Supercell's idea of a Supercell ID is amazing and keeps the progress saved. I would just like to say supercell to that there is no need to make the game, ladder, farming and loot easy.",5
"The game is great and is one of my favorite, though I'm a bit disappointed because lately the game always crushes for I don't know what reason. When I open the app, it'll went well and then when I'm finally in the game, it stops and the screen will turn black and I'm back in my home screen. Why is it like this always? The first time it happened, I let it pass but lately it happens more often. I can't even play the game now, it always crushes. 😞 Kindly fix this please 🥺. Ty.",1
"Ive played this game since december 2014 and im still playing, this is the only game on a phone that i will never stop playing, i might have some breaks from time to time but i always come back and i dont mind the long grind from TH10 and up but the auto upgrade when you are gone for an extended period of time is annoying when you try to keep everything lvl1 and i think that should be an optional thing that you can togle, but i still give it 5 stars bc its my childhood",5
"It is a wonderful game but please remove that annoying upgrade time from everything. The cost collection itself is time taking and then we also have to wait for some days to finish those upgrades. Please supercell , remove this time system instead increase the cost of everything but please remove this annoying thing from the game. Overall the game is superb. Thanks.",3
"Great game, very good for wasting time on a boring weekend. My only request is that, for capital hill upgrades, that you add some sort of log so that you can tell who upgrades what and when they did it. It would be useful for organizational purposes, I believe!",4
"It's a great game and fun but I liked the graphics of the heroes better when they first updated their graphics because now they just totally look like cartoon characters. Don't get me wrong though, if you like to stratrgize to win a match then I recomend clash of clans because there is a whole lot of strategy that goes into this game. There are tempting offers in thd game that help your progress a little however it is possible to be totally free to play with some patients.",4
One of the best challenging game I have ever played. I recommend every one who wants to play a game for a long period they can install it. I m playing this game from the last 2 years and day by day its becomes much harder and interesting. At a start of game 10 seconds were enough for a single upgrade now I have to wait almost 15 days for a single upgrade. At the start it looks like a boring game tho but later on its becoming enjoyable and challenging..i will give 5 stars for it keep good work.,5
"Dev, please fix the issue when player face a network problem. For example like recent case of mine, attacking in war league, all doing fine troops were deployed then the wifi symbol popping out and when i relogging the game, there was no progress and the base remain at 0%. Before this whenever netwrok problem occured, the system like calculate the stuff and whenever u log back in the game there's progress. Looking for a fix in this matter sooner.",3
"I enjoy this game a lot, the battle system is done well, the UI is clear, and the matchmaking is good. Only problem i do have is the amount of tine everything takes, for example upgrades can take from a few minutes to days, if i would change anything it would definitely be the waiting times.",4
"This comes from a long time player coming back to the game in 6 years. It has changed and it is now much more complex but one thing never changed, the fact that if you don't pay attention to it for every moment of every day, you're getting raided, and whilst I understand it's part of the game, I would love for there to be a peaceful mode that didn't cost gems but I doubt that's going to happen so I propose this, an option to automatically refill your shield if you hat the gems available.",4
"This game is really amazing, It has gave me the feeling of something no game could give, overall it's one of the best existing games in the app store, the updates are amazing, the characters look good, especially the Archer, the upgrades may take a long time, but it's still one of the best games i've ever played.",5
"I've been playing the game since it came out. I never had any problem with the updates. But now with this update, where the troops need no elixir to get trained, I feel that the game is too dumbed down for a complete experience. I can understand that now players can upgrade troops with ease. But finding the best strategy for attacking each base with different troops combination while being elixir efficient and defending your resources were some huge parts of the game. Now that's all gone.",3
"Used to be good, latest update causes constant game crashes when loading some accounts. Have to delete and reinstall the game then switch to another account. If I try to switch to the bad account the game crashes then I have to reinstall and switch accounts again. Edit, they fixed it with a patch the next day but I'm not changing the rating. Should have put out the faulty update in the first place.",2
"Downloaded this app like three weeks ago and I never have any issues about it. I loved the game where I even spent money on it so i could keep up with my clan. I updated the app this morning and I just couldn't load the game anymore. Every time I open the app it crashes, goes black and just logs off. I restarted my phone and everything but nothing changes. Too bad that I already spent money on it and now i have to uninstall the app.",2
"I really love this game but in earlier days there are more problems when I open this game..Yeah that is black screen issue... Please fix this problem... And I search for it.. I realize that its affect the software...And it's only because of graphics.. When I touch each and every buttons like shop,settings, changing base design the screen is turned black and comes out of the game ,even when search for attack sceneries are big isssues while attacking.. I humble request you to fix that problem",3
"Exciting game,great graphics,addictive also,but whenever I start searching players in multi-player battle it cames at connection error (first),a few days ago I claimed gold but it did,nt come into my storage I ignored but tomorrow it was repeated (second),when any player attacked on my base the trophies are reduced but more than it was showing in my battle log(third)there are many more excuses but after all it is a great game so supercell it is very amazing creation but you have to maintain it.",4
